"['MV', 'Title', 'Artists', 'TW', 'LW', 'OC', 'PLS', 'PK']"
2022-11-07 to 2022-11-20,,,,,,,
MV,Title,Artists,TW,LW,OC,PLS,PK
MV,Title,Artists,TW,LW,OC,PLS,PK
NEW,Castigo,María Escarmiento,1,-,1,58,1
NEW,Ojos de Serpiente,DORA,2,-,1,37,2
NEW,lovely (with Khalid),"Billie Eilish, Khalid",3,-,1,36,3
▲25,Mala Fama,Danna Paola,4,29,2,34,4
▼3,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",5,2,2,31,2
▼3,Can We Kiss Forever?,"Kina, Adriana Proenza",6,3,2,28,3
NEW,Vicio,"Gregory Palencia, Aron Piper",6,-,1,28,6
▼3,Miénteme Lento,Eli Rosex,8,5,2,24,5
▲1,Síndrome de Estocolmo,Sandra Groove,9,10,2,21,9
▼6,Kings & Queens,Ava Max,10,4,2,20,4
▼4,Genius,Hugo Cobo,11,7,2,16,7
▼3,Al Santo Equivocado,Ariadna,12,9,2,13,9
NEW,Blinding Lights,The Weeknd,13,-,1,12,13
NEW,Physical,Dua Lipa,13,-,1,12,13
▼6,ON (feat. Sia),"BTS, Sia",13,7,2,12,7
NEW,Adore You,Harry Styles,13,-,1,12,13
NEW,Boyfriend - Tiësto Remix,"Mabel, Tiësto",17,-,1,11,17
▼17,Ya No Quiero Ná,Hugo Cobo,18,1,2,10,1
▼7,I Follow Rivers,Eva B,18,11,3,10,1
▼5,Call Me Maybe,"Flavio, Samantha",18,13,3,10,13
▼13,"Genius (feat. Sia, Diplo, and Labrinth)","Sia, Diplo, Labrinth, LSD",18,5,2,10,5
NEW,Caprichosa (feat. Mala Rodríguez),"Beatriz Luengo, Mala Rodríguez",18,-,1,10,18
▼8,Podría Ser Peor,"Bruno Alves, Anne Lukin",23,15,3,9,7
▼10,Maniac,"Eva B, Samantha",23,13,3,9,2
▼4,Don't Start Now,Dua Lipa,23,19,3,9,10
▼11,Díselo a la Vida (Versión Gala),Operación Triunfo 2020,23,12,3,9,12
▼11,Good as Hell,"Ariadna, NIA",27,16,3,8,7
▼5,Tusa,"KAROL G, Nicki Minaj",27,22,4,8,12
▼5,Por Ti,Marta Sango,27,22,4,8,4
'=,+,"Aitana, Cali Y El Dandee",27,27,4,8,6
▼5,Banana,"Anitta, Becky G",27,22,3,8,10
▼5,Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",27,22,3,8,4
▼7,Moonlight,"Cruz Cafuné, Alba Reche",27,20,3,8,3
▼12,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",34,22,4,7,9
▼7,Dance Monkey,Tones And I,35,28,4,5,1
NEW,Say So,Doja Cat,35,-,1,5,35
NEW,Si Tú La Quieres,"David Bisbal, Aitana",35,-,1,5,35
▲2,Side To Side,"Ariana Grande, Nicki Minaj",38,40,6,4,19
▼9,So Am I,Ava Max,38,29,4,4,9
▼9,Lola,"Iggy Azalea, Alice Chater",38,29,5,4,2
▼9,Vete Pa La,Lele Pons,38,29,4,4,6
NEW,Calma,Flavio,38,-,1,4,38
RE,Cachete Al Suelo,La Divaza,38,-,4,4,5
NEW,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",44,-,1,3,44
▼4,Into You,Ariana Grande,44,40,5,3,27
▼4,Bad To You (with Normani & Nicki Minaj),"Ariana Grande, Normani, Nicki Minaj",44,40,5,3,1
▼7,God is a woman,Ariana Grande,47,40,2,2,40
▼7,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",47,40,5,2,7
NEW,Dangerous Woman,Ariana Grande,47,-,1,2,47
NEW,Everyday,"Ariana Grande, Future",47,-,1,2,47
NEW,Just A Little Bit Of Your Heart,Ariana Grande,47,-,1,2,47
NEW,Problem,"Ariana Grande, Iggy Azalea",47,-,1,2,47
▼7,7 rings,Ariana Grande,47,40,6,2,21
▼7,"thank u, next",Ariana Grande,47,40,5,2,29
NEW,Hum,"Sweet California, Juan Magán",47,-,1,2,47
NEW,Yo Perreo Sola,Bad Bunny,47,-,1,2,47
▼7,You Don't Own Me (Feat. Ariana Grande),"Kristin Chenoweth, Ariana Grande",47,40,6,2,6
NEW,Comprende (It's Over) - 2019 Remaster,Sweet California,47,-,1,2,47
RE,bloodline,Ariana Grande,47,-,2,2,42
NEW,El Clavo,Prince Royce,47,-,1,2,47
▼7,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",47,40,6,2,1
▼18,Don't Worry Bout Me,Zara Larsson,47,29,5,2,4
RE,Algarabía,Marilia Monzón,47,-,4,2,7
NEW,Muérdeme,María Escarmiento,47,-,1,2,47
,,,,,,,
2020-02-24 to 2020-03-29,,,,,,,
MV,Title,Artists,TW,LW,OC,PLS,PK
NEW,Ya No Quiero Ná,Hugo Cobo,1,-,1,91,1
NEW,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",2,-,1,47,2
NEW,Can We Kiss Forever?,"Kina, Adriana Proenza",3,-,1,43,3
NEW,Kings & Queens,Ava Max,4,-,1,38,4
NEW,"Genius (feat. Sia, Diplo, and Labrinth)","Sia, Diplo, Labrinth, LSD",5,-,1,35,5
NEW,Miénteme Lento,Eli Rosex,5,-,1,35,5
NEW,ON (feat. Sia),"BTS, Sia",7,-,1,33,7
NEW,Genius,Hugo Cobo,7,-,1,33,7
NEW,Al Santo Equivocado,Ariadna,9,-,1,32,9
NEW,Síndrome de Estocolmo,Sandra Groove,10,-,1,28,10
▼10,I Follow Rivers,Eva B,11,1,2,26,1
▲10,Díselo a la Vida (Versión Gala),Operación Triunfo 2020,12,22,2,23,12
▼11,Maniac,"Eva B, Samantha",13,2,2,21,2
▲13,Call Me Maybe,"Flavio, Samantha",13,26,2,21,13
▼8,Podría Ser Peor,"Bruno Alves, Anne Lukin",15,7,2,19,7
▼9,Good as Hell,"Ariadna, NIA",16,7,2,17,7
NEW,Historias Robadas,Nick Maylo,17,-,1,9,17
▲3,Díselo a la Vida,Rafa Romera,17,20,2,9,17
▼9,Don't Start Now,Dua Lipa,19,10,2,8,10
NEW,The Loco-Motion,"Eva B, Gèrard",20,-,1,7,20
▼17,Moonlight,"Cruz Cafuné, Alba Reche",20,3,2,7,3
▼10,Tusa,"KAROL G, Nicki Minaj",22,12,3,6,12
▼18,Por Ti,Marta Sango,22,4,3,6,4
▼9,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",22,13,3,6,9
▼12,Banana,"Anitta, Becky G",22,10,2,6,10
▼18,Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",22,4,2,6,4
▼20,+,"Aitana, Cali Y El Dandee",27,7,3,5,6
▼22,Dance Monkey,Tones And I,28,6,3,4,1
RE,Señorita,"Shawn Mendes, Camila Cabello",29,-,3,3,19
NEW,Little Talks,"Eva B, Nick Maylo",29,-,1,3,29
NEW,Mala Fama,Danna Paola,29,-,1,3,29
▼14,So Am I,Ava Max,29,15,3,3,9
NEW,ON,BTS,29,-,1,3,29
▼12,Lola,"Iggy Azalea, Alice Chater",29,17,4,3,2
RE,Shameless,Camila Cabello,29,-,4,3,5
▼16,Vete Pa La,Lele Pons,29,13,3,3,6
NEW,Mala Fama - Remix,"Danna Paola, Greeicy, Andres Saavedra",29,-,1,3,29
▼8,Don't Worry Bout Me,Zara Larsson,29,21,4,3,4
NEW,No te va a gustar,Sandra Groove,29,-,1,3,29
NEW,breathin,Ariana Grande,40,-,1,2,40
NEW,God is a woman,Ariana Grande,40,-,1,2,40
▼16,No Broken Hearts (feat. Nicki Minaj),"Bebe Rexha, Nicki Minaj",40,24,5,2,3
▼14,Side To Side,"Ariana Grande, Nicki Minaj",40,26,5,2,19
NEW,La Sandunguera,Anaju,40,-,1,2,40
NEW,You Know I'm No Good,Ariadna,40,-,1,2,40
▼8,Into You,Ariana Grande,40,32,4,2,27
▼18,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",40,22,4,2,7
NEW,Let Me Love You,"Ariana Grande, Lil Wayne",40,-,1,2,40
NEW,Be Alright,Ariana Grande,40,-,1,2,40
NEW,One Last Time,Ariana Grande,40,-,1,2,40
NEW,Love Me Harder,"Ariana Grande, The Weeknd",40,-,1,2,40
RE,Runaway,"Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers",40,-,3,2,40
'=,Este Amor Ya No Se Toca,"Alba Reche, Natalia Lacunza, Julia Medina",40,40,5,2,11
RE,BOOMBAYAH,BLACKPINK,40,-,4,2,27
'=,7 rings,Ariana Grande,40,40,5,2,21
'=,"thank u, next",Ariana Grande,40,40,4,2,29
RE,Celoso,Lele Pons,40,-,3,2,40
▼14,You Don't Own Me (Feat. Ariana Grande),"Kristin Chenoweth, Ariana Grande",40,26,5,2,6
'=,"break up with your girlfriend, i'm bored",Ariana Grande,40,40,4,2,29
RE,in my head,Ariana Grande,40,-,2,2,40
NEW,fake smile,Ariana Grande,40,-,1,2,40
NEW,Bed (feat. Ariana Grande),"Nicki Minaj, Ariana Grande",40,-,1,2,40
NEW,My Favorite Part,"Mac Miller, Ariana Grande",40,-,1,2,40
'=,boyfriend (with Social House),"Ariana Grande, Social House",40,40,5,2,29
▼8,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",40,32,5,2,1
▼23,Bad To You (with Normani & Nicki Minaj),"Ariana Grande, Normani, Nicki Minaj",40,17,4,2,1
RE,Living Proof,Camila Cabello,40,-,2,2,23
▼8,Liar,Camila Cabello,40,32,5,2,3
NEW,The Club,"Alejo Marín, Raul Nadal",40,-,1,2,40
RE,Sin Pijama,"Becky G, Natti Natasha",40,-,3,2,40
▼14,God Is A Dancer (with Mabel),"Tiësto, Mabel",40,26,5,2,5
,,,,,,,
2020-01-06 to 2020-02-23,,,,,,,
MV,Title,Artists,TW,LW,OC,PLS,PK
NEW,I Follow Rivers,Eva B,1,-,1,94,1
NEW,Maniac,"Eva B, Samantha",2,-,1,29,2
NEW,Moonlight,"Cruz Cafuné, Alba Reche",3,-,1,27,3
▲9,Por Ti,Marta Sango,4,13,2,26,4
NEW,Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",4,-,1,26,4
▼5,Dance Monkey,Tones And I,6,1,2,24,1
NEW,Podría Ser Peor,"Bruno Alves, Anne Lukin",7,-,1,21,7
NEW,Good as Hell,"Ariadna, NIA",7,-,1,21,7
▼1,+,"Aitana, Cali Y El Dandee",7,6,2,21,6
NEW,Don't Start Now,Dua Lipa,10,-,1,20,10
NEW,Banana,"Anitta, Becky G",10,-,1,20,10
RE,Tusa,"KAROL G, Nicki Minaj",12,-,2,19,12
▼4,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",13,9,2,16,9
▼7,Vete Pa La,Lele Pons,13,6,2,16,6
▼6,So Am I,Ava Max,15,9,2,13,9
▼11,Cachete Al Suelo,La Divaza,16,5,3,12,5
NEW,olvídate de mí,Natalia Lacunza,17,-,1,11,17
▼9,Lola,"Iggy Azalea, Alice Chater",17,8,3,11,2
▼6,Bad To You (with Normani & Nicki Minaj),"Ariana Grande, Normani, Nicki Minaj",17,11,3,11,1
NEW,Díselo a la Vida,Rafa Romera,20,-,1,9,20
▼10,Don't Worry Bout Me,Zara Larsson,21,11,3,8,4
▼9,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",22,13,3,6,7
NEW,Díselo a la Vida (Versión Gala),Operación Triunfo 2020,22,-,1,6,22
▼9,No Broken Hearts (feat. Nicki Minaj),"Bebe Rexha, Nicki Minaj",24,15,4,5,3
▼5,Tonta,"R.K.M & Ken-Y, Natti Natasha",24,19,4,5,8
▲14,Side To Side,"Ariana Grande, Nicki Minaj",26,40,4,4,19
NEW,Call Me Maybe,"Flavio, Samantha",26,-,1,4,26
▼11,You Don't Own Me (Feat. Ariana Grande),"Kristin Chenoweth, Ariana Grande",26,15,4,4,6
▲14,tarántula,Natalia Lacunza,26,40,4,4,10
▼3,Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",26,23,4,4,4
▼7,God Is A Dancer (with Mabel),"Tiësto, Mabel",26,19,4,4,5
NEW,Qué Sabrá Neruda,Javy Ramírez,32,-,1,3,32
RE,Into You,Ariana Grande,32,-,3,3,27
NEW,Torn,Ava Max,32,-,1,3,32
RE,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",32,-,3,3,19
RE,Me Quedo,"Aitana, Lola Indigo",32,-,3,3,32
▼15,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",32,17,4,3,1
▼15,Liar,Camila Cabello,32,17,4,3,3
▼3,No Lo Trates,"Pitbull, Daddy Yankee, Natti Natasha",32,29,4,3,2
'=,bad guy,Billie Eilish,40,40,3,2,40
RE,Don't Call Me Up,Mabel,40,-,3,2,27
'=,New Rules,Dua Lipa,40,40,2,2,40
▼17,Este Amor Ya No Se Toca,"Alba Reche, Natalia Lacunza, Julia Medina",40,23,4,2,11
RE,DDU-DU DDU-DU,BLACKPINK,40,-,3,2,24
'=,Kill This Love,BLACKPINK,40,40,4,2,40
RE,Sweet but Psycho,Ava Max,40,-,3,2,40
RE,Maldición,"Lola Indigo, Lalo Ebratt",40,-,3,2,24
NEW,Olivia,Natalia Lacunza,40,-,1,2,40
RE,Nada Sale Mal,Aitana,40,-,3,2,40
'=,7 rings,Ariana Grande,40,40,4,2,21
'=,"thank u, next",Ariana Grande,40,40,3,2,29
RE,NASA,Ariana Grande,40,-,2,2,40
RE,imagine,Ariana Grande,40,-,2,2,40
'=,"break up with your girlfriend, i'm bored",Ariana Grande,40,40,3,2,29
'=,boyfriend (with Social House),"Ariana Grande, Social House",40,40,4,2,29
RE,El Anillo,Jennifer Lopez,40,-,2,2,40
RE,Duro y Suave,"Leslie Grace, Noriel",40,-,3,2,40
RE,Callaita,"Bad Bunny, Tainy",40,-,3,2,40
NEW,En Llamas,"Pol Granch, Natalia Lacunza",40,-,1,2,40
NEW,Gossa-te-la,Cactus,40,-,1,2,40
▼11,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",40,29,4,2,12
RE,Con Altura,"ROSALÍA, J Balvin, El Guincho",40,-,3,2,36
RE,Algarabía,Marilia Monzón,40,-,3,2,7
▼11,Hold,Aitana,40,29,4,2,13
,,,,,,,
2019-11-18 to 2020-01-05,,,,,,,
MV,Title,Artists,TW,LW,OC,PLS,PK
NEW,Dance Monkey,Tones And I,1,-,1,42,1
NEW,Superhero - Junior Eurovision 2019 / Poland,Viki Gabor,2,-,1,37,2
NEW,Pepelny - Junior Eurovision 2019 / Belarus,Liza Misnikova,3,-,1,35,3
NEW,La Voce Della Terra - Junior Eurovision 2019 / Italy,Marta Viola,4,-,1,32,4
▲9,Cachete Al Suelo,La Divaza,5,14,2,25,5
NEW,+,"Aitana, Cali Y El Dandee",6,-,1,19,6
NEW,Vete Pa La,Lele Pons,6,-,1,19,6
▼6,Lola,"Iggy Azalea, Alice Chater",8,2,2,17,2
NEW,So Am I,Ava Max,9,-,1,13,9
NEW,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",9,-,1,13,9
▼10,Bad To You (with Normani & Nicki Minaj),"Ariana Grande, Normani, Nicki Minaj",11,1,2,12,1
▼7,Don't Worry Bout Me,Zara Larsson,11,4,2,12,4
▼6,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",13,7,2,10,7
NEW,Por Ti,Marta Sango,13,-,1,10,13
▼12,No Broken Hearts (feat. Nicki Minaj),"Bebe Rexha, Nicki Minaj",15,3,3,7,3
▼9,You Don't Own Me (Feat. Ariana Grande),"Kristin Chenoweth, Ariana Grande",15,6,3,7,6
▼7,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",17,10,3,6,1
▼6,Liar,Camila Cabello,17,11,3,6,3
▲23,Señorita,"Shawn Mendes, Camila Cabello",19,42,2,5,19
NEW,Cry for Me,Camila Cabello,19,-,1,5,19
▼11,Tonta,"R.K.M & Ken-Y, Natti Natasha",19,8,3,5,8
▼14,God Is A Dancer (with Mabel),"Tiësto, Mabel",19,5,3,5,5
NEW,All Around The World (La La La),"R3HAB, A Touch Of Class",23,-,1,4,23
NEW,Santa Tell Me,Ariana Grande,23,-,1,4,23
▲6,Este Amor Ya No Se Toca,"Alba Reche, Natalia Lacunza, Julia Medina",23,29,3,4,11
▲1,Shameless,Camila Cabello,23,24,3,4,5
NEW,Living Proof,Camila Cabello,23,-,1,4,23
▼14,Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",23,9,3,4,4
▲13,BOOMBAYAH,BLACKPINK,29,42,3,3,27
▼15,Soldi,Mahmood,29,14,3,3,6
NEW,Easy,Camila Cabello,29,-,1,3,29
NEW,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",29,-,1,3,29
▼8,Toxic,"Natalia Lacunza, Alba Reche",29,21,3,3,14
▼15,No Lo Trates,"Pitbull, Daddy Yankee, Natti Natasha",29,14,3,3,2
▼17,Chameleon,Michela,29,12,3,3,7
▼17,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",29,12,3,3,12
▼15,Like It,ZENA,29,14,3,3,7
▼15,Roast Yourself,La Divaza,29,14,2,3,14
▼5,Hold,Aitana,29,24,3,3,13
▼11,no tears left to cry,Ariana Grande,40,29,3,2,29
▼16,Side To Side,"Ariana Grande, Nicki Minaj",40,24,3,2,19
RE,bad guy,Billie Eilish,40,-,2,2,40
NEW,Anaconda,Nicki Minaj,40,-,1,2,40
NEW,New Rules,Dua Lipa,40,-,1,2,40
NEW,medusa,Alba Reche,40,-,1,2,40
▲2,Kill This Love,BLACKPINK,40,42,3,2,40
▼19,7 rings,Ariana Grande,40,21,3,2,21
▼11,"thank u, next",Ariana Grande,40,29,2,2,29
▲2,Celoso,Lele Pons,40,42,2,2,40
RE,I Like It,"Cardi B, Bad Bunny, J Balvin",40,-,2,2,40
NEW,Ella - Operación Triunfo 2018,"Marta Sango, María Escarmiento",40,-,1,2,40
▼11,"break up with your girlfriend, i'm bored",Ariana Grande,40,29,2,2,29
▼21,tarántula,Natalia Lacunza,40,19,3,2,10
▼11,boyfriend (with Social House),"Ariana Grande, Social House",40,29,3,2,29
▲2,Havana (feat. Young Thug),"Camila Cabello, Young Thug",40,42,3,2,36
NEW,Should've Said It,Camila Cabello,40,-,1,2,40
▼19,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho, Shelow Shaq",40,21,3,2,15
▲2,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes, Jason Derulo, De La Ghetto",40,42,3,2,36
NEW,A Palé,ROSALÍA,40,-,1,2,40
NEW,Por Tu Fuego,África,40,-,1,2,40
,,,,,,,
2019-10-28 to 2019-11-17,,,,,,,
MV,Title,Artists,TW,LW,OC,PLS,PK
NEW,Bad To You (with Normani & Nicki Minaj),"Ariana Grande, Normani, Nicki Minaj",1,-,1,61,1
NEW,Lola,"Iggy Azalea, Alice Chater",2,-,1,55,2
▲17,No Broken Hearts (feat. Nicki Minaj),"Bebe Rexha, Nicki Minaj",3,20,2,38,3
NEW,Don't Worry Bout Me,Zara Larsson,4,-,1,22,4
▲7,God Is A Dancer (with Mabel),"Tiësto, Mabel",5,12,2,21,5
▲21,You Don't Own Me (Feat. Ariana Grande),"Kristin Chenoweth, Ariana Grande",6,27,2,20,6
NEW,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",7,-,1,16,7
▲9,Tonta,"R.K.M & Ken-Y, Natti Natasha",8,17,2,15,8
▼5,Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",9,4,2,14,4
▼9,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",10,1,2,13,1
▼8,Liar,Camila Cabello,11,3,2,12,3
▼5,Chameleon,Michela,12,7,2,9,7
▲12,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",12,24,2,9,12
▼8,Soldi,Mahmood,14,6,2,8,6
▼12,No Lo Trates,"Pitbull, Daddy Yankee, Natti Natasha",14,2,2,8,2
▼7,Like It,ZENA,14,7,2,8,7
NEW,Roast Yourself,La Divaza,14,-,1,8,14
NEW,Cachete Al Suelo,La Divaza,14,-,1,8,14
▲1,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",19,20,2,7,19
▼9,tarántula,Natalia Lacunza,19,10,2,7,10
▲31,7 rings,Ariana Grande,21,52,2,6,21
▼6,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho, Shelow Shaq",21,15,2,6,15
▼7,Toxic,"Natalia Lacunza, Alba Reche",21,14,2,6,14
▼5,Side To Side,"Ariana Grande, Nicki Minaj",24,19,2,5,19
▲3,Maldición,"Lola Indigo, Lalo Ebratt",24,27,2,5,24
▼19,Shameless,Camila Cabello,24,5,2,5,5
▼17,Algarabía,Marilia Monzón,24,7,2,5,7
▼11,Hold,Aitana,24,13,2,5,13
▲23,no tears left to cry,Ariana Grande,29,52,2,4,29
NEW,Tusa,"KAROL G, Nicki Minaj",29,-,1,4,29
▼2,Mad Love,Mabel,29,27,2,4,27
▼18,Este Amor Ya No Se Toca,"Alba Reche, Natalia Lacunza, Julia Medina",29,11,2,4,11
▼14,Contando Lunares (feat. Cruz Cafuné),"Don Patricio, Cruz Cafuné",29,15,2,4,15
NEW,"thank u, next",Ariana Grande,29,-,1,4,29
NEW,"break up with your girlfriend, i'm bored",Ariana Grande,29,-,1,4,29
▲23,boyfriend (with Social House),"Ariana Grande, Social House",29,52,2,4,29
▼10,Don't Call Me Up,Mabel,37,27,2,3,27
▼10,Into You,Ariana Grande,37,27,2,3,27
▼15,Lola Bunny,"Lola Indigo, Don Patricio",37,22,2,3,22
NEW,bad idea,Ariana Grande,37,-,1,3,37
▼1,Con Altura,"ROSALÍA, J Balvin, El Guincho",37,36,2,3,36
NEW,Señorita,"Shawn Mendes, Camila Cabello",42,-,1,2,42
▼6,Quizás,Agoney,42,36,2,2,36
▲10,Runaway,"Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers",42,52,2,2,42
▼18,DDU-DU DDU-DU,BLACKPINK,42,24,2,2,24
▲4,Kill This Love,BLACKPINK,42,46,2,2,42
▼15,BOOMBAYAH,BLACKPINK,42,27,2,2,27
▲10,Sweet but Psycho,Ava Max,42,52,2,2,42
▲10,Nada Sale Mal,Aitana,42,52,2,2,42
▲10,Me Quedo,"Aitana, Lola Indigo",42,52,2,2,42
NEW,Celoso,Lele Pons,42,-,1,2,42
NEW,NASA,Ariana Grande,42,-,1,2,42
NEW,imagine,Ariana Grande,42,-,1,2,42
NEW,in my head,Ariana Grande,42,-,1,2,42
NEW,needy,Ariana Grande,42,-,1,2,42
NEW,bloodline,Ariana Grande,42,-,1,2,42
▼20,Con Calma - Remix,"Daddy Yankee, Katy Perry, Snow",42,22,2,2,22
NEW,El Anillo,Jennifer Lopez,42,-,1,2,42
▲10,Duro y Suave,"Leslie Grace, Noriel",42,52,2,2,42
▼6,Havana (feat. Young Thug),"Camila Cabello, Young Thug",42,36,2,2,36
▲4,Callaita,"Bad Bunny, Tainy",42,46,2,2,42
▼24,Eloise,Agoney,42,18,2,2,18
▼6,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes, Jason Derulo, De La Ghetto",42,36,2,2,36
NEW,Battito d'amore,"Valentina Ponzone, Claudia D'Ulisse",42,-,1,2,42
NEW,No Me Acuerdo,"Thalia, Natti Natasha",42,-,1,2,42
▲4,Sin Pijama,"Becky G, Natti Natasha",42,46,2,2,42
,,,,,,,
2019-09-09 to 2019-10-27,,,,,,,
MV,Title,Artists,TW,LW,OC,PLS,PK
NEW,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",1,-,1,105,1
NEW,No Lo Trates,"Pitbull, Daddy Yankee, Natti Natasha",2,-,1,67,2
NEW,Liar,Camila Cabello,3,-,1,57,3
NEW,Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",4,-,1,50,4
NEW,Shameless,Camila Cabello,5,-,1,49,5
NEW,Soldi,Mahmood,6,-,1,47,6
NEW,Chameleon,Michela,7,-,1,40,7
NEW,Like It,ZENA,7,-,1,40,7
NEW,Algarabía,Marilia Monzón,7,-,1,40,7
NEW,tarántula,Natalia Lacunza,10,-,1,37,10
NEW,Este Amor Ya No Se Toca,"Alba Reche, Natalia Lacunza, Julia Medina",11,-,1,33,11
NEW,God Is A Dancer (with Mabel),"Tiësto, Mabel",12,-,1,31,12
NEW,Hold,Aitana,13,-,1,30,13
NEW,Toxic,"Natalia Lacunza, Alba Reche",14,-,1,29,14
NEW,Contando Lunares (feat. Cruz Cafuné),"Don Patricio, Cruz Cafuné",15,-,1,28,15
NEW,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho, Shelow Shaq",15,-,1,28,15
NEW,Tonta,"R.K.M & Ken-Y, Natti Natasha",17,-,1,25,17
NEW,Eloise,Agoney,18,-,1,21,18
NEW,Side To Side,"Ariana Grande, Nicki Minaj",19,-,1,17,19
NEW,No Broken Hearts (feat. Nicki Minaj),"Bebe Rexha, Nicki Minaj",20,-,1,14,20
NEW,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",20,-,1,14,20
NEW,Lola Bunny,"Lola Indigo, Don Patricio",22,-,1,9,22
NEW,Con Calma - Remix,"Daddy Yankee, Katy Perry, Snow",22,-,1,9,22
NEW,Firework,Katy Perry,24,-,1,6,24
NEW,DDU-DU DDU-DU,BLACKPINK,24,-,1,6,24
NEW,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",24,-,1,6,24
NEW,Don't Call Me Up,Mabel,27,-,1,5,27
NEW,Into You,Ariana Grande,27,-,1,5,27
NEW,Mad Love,Mabel,27,-,1,5,27
NEW,Attention,Charlie Puth,27,-,1,5,27
NEW,BOOMBAYAH,BLACKPINK,27,-,1,5,27
NEW,Maldición,"Lola Indigo, Lalo Ebratt",27,-,1,5,27
NEW,You Don't Own Me (Feat. Ariana Grande),"Kristin Chenoweth, Ariana Grande",27,-,1,5,27
NEW,Inocente,"Lola Indigo, The Rudeboyz",27,-,1,5,27
NEW,Fuerte,Lola Indigo,27,-,1,5,27
NEW,Quizás,Agoney,36,-,1,4,36
NEW,Ya No Quiero Ná,Lola Indigo,36,-,1,4,36
NEW,Mujer Bruja,"Lola Indigo, Mala Rodríguez",36,-,1,4,36
NEW,No Se Toca,Lola Indigo,36,-,1,4,36
NEW,Amor Veneno,"Lola Indigo, Nabález",36,-,1,4,36
NEW,Subliminal,"Lola Indigo, Maikel Delacalle, The Rudeboyz",36,-,1,4,36
NEW,Havana (feat. Young Thug),"Camila Cabello, Young Thug",36,-,1,4,36
NEW,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco, Selena Gomez, J Balvin, Tainy",36,-,1,4,36
NEW,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes, Jason Derulo, De La Ghetto",36,-,1,4,36
NEW,Con Altura,"ROSALÍA, J Balvin, El Guincho",36,-,1,4,36
NEW,Kill This Love,BLACKPINK,46,-,1,3,46
